,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
12,2781875,20000000,1204,1574,0.0793,0.0279,0.5665,0.000703,0.06,0.12,2012-01-22,XpjZZeX,"ts_skewness(vec_avg(mws38_sg_negative_freq),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
13,869997,20000000,1422,1380,0.0597,0.0093,0.1323,0.00031,0.05,0.19,2012-01-22,PpJLLX7,"ts_skewness(vec_avg(mws38_action),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
14,151653,20000000,1320,1404,0.0765,0.0016,0.1045,4.1e-05,0.01,0.06,2012-01-22,jZ5kpQW,"ts_skewness(vec_avg(mws38_storyanalytics_score),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
15,342732,20000000,1532,1149,0.065,0.0034,0.1331,0.000106,0.01,0.09,2012-01-22,Qa1RxRG,"ts_skewness(vec_avg(mws38_tone_score),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
16,436232,20000000,1267,1507,0.0815,0.0044,0.4785,0.000107,0.0,0.02,2012-01-22,eOlMMVE,"ts_skewness(vec_avg(mws38_sg_positive_freq),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
17,-288600,20000000,1394,1407,0.0604,-0.0031,0.1664,-0.000102,-0.01,-0.06,2012-01-22,EwZnjnR,"ts_skewness(vec_avg(mws38_uniq_action),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
18,-288600,20000000,1394,1407,0.0604,-0.0031,0.1664,-0.000102,-0.01,-0.06,2012-01-22,vLK7Q9v,"ts_skewness(vec_avg(mws38_uniq_new_action),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
19,-265819,20000000,1320,1375,0.0596,-0.0027,0.163,-8.9e-05,-0.01,-0.07,2012-01-22,PpJLLYx,"ts_skewness(vec_avg(mws38_sg_negative_score),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
20,-695811,20000000,1161,1417,0.0679,-0.0074,0.3528,-0.000218,-0.01,-0.05,2012-01-22,JpVa9vE,"ts_skewness(vec_avg(mws38_uniq_new_version),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
21,-337159,20000000,1318,1375,0.0595,-0.0034,0.1688,-0.000114,-0.01,-0.09,2012-01-22,EwZnjrr,"ts_skewness(vec_avg(mws38_tc_negative_score),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
22,-695811,20000000,1161,1417,0.0679,-0.0074,0.3528,-0.000218,-0.01,-0.05,2012-01-22,9wz5n3x,"ts_skewness(vec_avg(mws38_uniq_version),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
23,-288600,20000000,1394,1407,0.0604,-0.0031,0.1664,-0.000102,-0.01,-0.06,2012-01-22,dx2JMGJ,"ts_skewness(vec_avg(mws38_uniq_long_action),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
24,-695811,20000000,1161,1417,0.0679,-0.0074,0.3528,-0.000218,-0.01,-0.05,2012-01-22,oK1jd5n,"ts_skewness(vec_avg(mws38_uniq_long_version),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
25,-1786463,20000000,1260,1505,0.0897,-0.0179,0.8829,-0.000399,-0.02,-0.06,2012-01-22,ro1aqr8,"ts_skewness(vec_avg(mws38_tc_positive_freq),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
26,-367401,20000000,1450,1362,0.0787,-0.0038,0.1826,-9.7e-05,-0.02,-0.12,2012-01-22,vLK7E5b,"ts_skewness(vec_avg(mws38_storyanalytics_time),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
27,-789797,20000000,1478,1335,0.0752,-0.0082,0.1316,-0.000219,-0.08,-0.3,2012-01-22,oK1jbVk,"ts_skewness(vec_avg(mws38_storyanalytics_value),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
28,-1747028,20000000,1463,1334,0.0498,-0.0175,0.2672,-0.000703,-0.14,-0.37,2012-01-22,Qa1R8jW,"ts_skewness(vec_avg(mws38_uniq_new_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
29,-1747028,20000000,1463,1334,0.0498,-0.0175,0.2672,-0.000703,-0.14,-0.37,2012-01-22,ro1aqZ3,"ts_skewness(vec_avg(mws38_uniq_long_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
30,-1747028,20000000,1463,1334,0.0498,-0.0175,0.2672,-0.000703,-0.14,-0.37,2012-01-22,RpJxOxe,"ts_skewness(vec_avg(mws38_uniq_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
31,-1747028,20000000,1463,1334,0.0498,-0.0175,0.2672,-0.000703,-0.14,-0.37,2012-01-22,dx2JJgJ,"ts_skewness(vec_avg(mws38_headlinetones_sg_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
32,-1747028,20000000,1463,1334,0.0498,-0.0175,0.2672,-0.000703,-0.14,-0.37,2012-01-22,VpvQQEJ,"ts_skewness(vec_avg(mws38_headlinetones_tc_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
33,-4924172,20000000,1187,1422,0.0796,-0.0493,0.8883,-0.001239,-0.15,-0.24,2012-01-22,oK1jd0l,"ts_skewness(vec_avg(mws38_version),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
34,-2362665,20000000,1421,1376,0.0492,-0.0237,0.3083,-0.000961,-0.23,-0.52,2012-01-22,JpVaa5e,"ts_skewness(vec_avg(mws38_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
35,-2362665,20000000,1421,1376,0.0492,-0.0237,0.3083,-0.000961,-0.23,-0.52,2012-01-22,p6qbb13,"ts_skewness(vec_avg(mws38_headlinetones_entitlement),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
36,-9766615,20000000,1188,1597,0.0805,-0.0978,1.2353,-0.002429,-0.26,-0.29,2012-01-22,JpVaa1E,"ts_skewness(vec_avg(mws38_positive_freq),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
37,-2055278,20000000,1449,1348,0.0618,-0.0206,0.2125,-0.000666,-0.32,-0.8,2012-01-22,6wn66qp,"ts_skewness(vec_avg(mws38_headlinetones_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
38,-2055278,20000000,1449,1348,0.0618,-0.0206,0.2125,-0.000666,-0.32,-0.8,2012-01-22,RpJxOEj,"ts_skewness(vec_avg(mws38_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
39,-2795728,20000000,1362,1386,0.0588,-0.028,0.3382,-0.000951,-0.35,-0.74,2012-01-22,PpJLR9L,"ts_skewness(vec_avg(mws38_sg_tone_score),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
40,-2358543,20000000,1490,1307,0.0612,-0.0236,0.246,-0.000772,-0.4,-0.92,2012-01-22,p6qbLrX,"ts_skewness(vec_avg(mws38_uniq_long_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
41,-2968115,20000000,1331,1405,0.059,-0.0297,0.3465,-0.001007,-0.4,-0.83,2012-01-22,oK1jbob,"ts_skewness(vec_avg(mws38_tc_tone_score),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
42,-2358543,20000000,1490,1307,0.0612,-0.0236,0.246,-0.000772,-0.4,-0.92,2012-01-22,8zmWwQW,"ts_skewness(vec_avg(mws38_uniq_new_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
43,-2358543,20000000,1490,1307,0.0612,-0.0236,0.246,-0.000772,-0.4,-0.92,2012-01-22,37Mmm6z,"ts_skewness(vec_avg(mws38_headlinetones_tc_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
44,-2358543,20000000,1490,1307,0.0612,-0.0236,0.246,-0.000772,-0.4,-0.92,2012-01-22,7wkPpGZ,"ts_skewness(vec_avg(mws38_uniq_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
45,-2358543,20000000,1490,1307,0.0612,-0.0236,0.246,-0.000772,-0.4,-0.92,2012-01-22,9wz55Kq,"ts_skewness(vec_avg(mws38_headlinetones_sg_time),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
46,-4448606,20000000,1185,1612,0.0547,-0.0445,0.5043,-0.001628,-0.5,-0.83,2012-01-22,VpvQQzb,"ts_skewness(vec_avg(mws38_related_num),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
47,-5316874,20000000,1186,1610,0.0548,-0.0532,0.5983,-0.001942,-0.61,-0.94,2012-01-22,g1YNlnv,"ts_skewness(vec_avg(mws38_uniq_long_related_num),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
48,-5316874,20000000,1186,1610,0.0548,-0.0532,0.5983,-0.001942,-0.61,-0.94,2012-01-22,k3xpA8L,"ts_skewness(vec_avg(mws38_uniq_related_num),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
49,-5316874,20000000,1186,1610,0.0548,-0.0532,0.5983,-0.001942,-0.61,-0.94,2012-01-22,PpJLV6L,"ts_skewness(vec_avg(mws38_uniq_new_related_num),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
