,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
10,2609138,20000000,1279,1254,0.0643,0.0261,0.6432,0.000813,0.05,0.11,2012-01-22,bLY0J7Z,"ts_skewness(vec_avg(nws17_d1_acb),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
11,1790443,20000000,1523,1518,0.0703,0.0179,0.6278,0.00051,0.04,0.11,2012-01-22,Ypj388M,"ts_skewness(vec_avg(nws17_d1_nip),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
12,-80967,20000000,443,456,0.1038,-0.0008,0.1763,-1.6e-05,-0.0,-0.02,2012-01-22,GwqjX63,"ts_skewness(vec_avg(nws17_d1_event_end_time_utc),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
13,13099,20000000,441,454,0.1038,0.0001,0.1791,3e-06,0.0,0.0,2012-01-22,ro1a9n8,"ts_skewness(vec_avg(nws17_d1_event_start_time_utc),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
14,-324360,20000000,1365,1674,0.0612,-0.0032,0.1026,-0.000106,-0.02,-0.12,2012-01-22,p6qbM0g,"ts_skewness(vec_avg(nws17_d1_rp_story_event_index),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
15,-421334,20000000,1505,1534,0.0635,-0.0042,0.08,-0.000133,-0.03,-0.17,2012-01-22,9wz5dL1,"ts_skewness(vec_avg(nws17_d1_timestamp_utc_time),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
16,-2580087,20000000,1325,1687,0.0862,-0.0258,0.6235,-0.000599,-0.05,-0.11,2012-01-22,Op1dRRv,"ts_skewness(vec_avg(nws17_d1_qmb),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
17,-4367078,20000000,1388,1209,0.0686,-0.0437,1.3746,-0.001276,-0.07,-0.12,2012-01-22,dx2JYgK,"ts_skewness(vec_avg(nws17_d1_ber),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
18,-2473698,20000000,1481,1492,0.0943,-0.0248,0.4095,-0.000525,-0.08,-0.19,2012-01-22,dx2JYmK,"ts_skewness(vec_avg(nws17_d1_event_similarity_days),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
19,-3921713,20000000,1368,1585,0.0724,-0.0393,0.8279,-0.001084,-0.09,-0.16,2012-01-22,p6qbxxx,"ts_skewness(vec_avg(nws17_d1_qcm),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
20,-3933371,20000000,702,460,0.0585,-0.0394,1.3031,-0.001346,-0.1,-0.17,2012-01-22,5wZKrN5,"ts_skewness(vec_avg(nws17_d1_bam),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
21,-1961161,20000000,1492,1481,0.0909,-0.0196,0.2279,-0.000432,-0.32,-0.8,2012-01-22,eOlMNKp,"ts_skewness(vec_avg(nws17_d1_event_relevance),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
22,-9850015,20000000,1440,1597,0.0767,-0.0986,1.1736,-0.002572,-0.44,-0.49,2012-01-22,LpPomAL,"ts_skewness(vec_avg(nws17_d1_ssc),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
