,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
10,217730,20000000,1425,1425,0.0841,0.0036,0.054,8.6e-05,0.03,0.15,2012-01-22,oK1b8m5,"ts_skewness(vec_avg(nws48_nip),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
11,190194,20000000,1253,1296,0.0861,0.0032,0.0821,7.4e-05,0.02,0.1,2012-01-22,KbKoPJN,"ts_skewness(vec_avg(nws48_ens_similarity_gap),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
12,271751,20000000,836,1016,0.084,0.0045,0.1023,0.000108,0.02,0.12,2012-01-22,lVLnpX8,"ts_skewness(vec_avg(nws48_g_ens),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
13,-232349,20000000,1044,1464,0.0789,-0.0039,0.832,-9.8e-05,-0.0,-0.02,2012-01-22,ZpR8Pqd,"ts_skewness(vec_avg(nws48_vea),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
14,-20970,20000000,1110,1728,0.0573,-0.0003,0.0779,-1.2e-05,-0.0,-0.01,2012-01-22,wR8dKl1,"ts_skewness(vec_avg(nws48_ssc),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
15,10238,20000000,0,0,0.0042,0.0002,0.2286,8.5e-05,0.0,0.0,2012-01-22,MpjEMj6,"ts_skewness(vec_avg(nws48_ghc_lna),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,WARNING,WARNING
16,-112459,20000000,1074,1065,0.0699,-0.0019,0.0799,-5.4e-05,-0.01,-0.06,2012-01-22,AwRp1xw,"ts_skewness(vec_avg(nws48_bee),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
17,-783523,20000000,1183,977,0.1114,-0.013,0.2779,-0.000234,-0.03,-0.08,2012-01-22,qAKaM71,"ts_skewness(vec_avg(nws48_aes),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
18,-2282596,20000000,848,594,0.0761,-0.0381,0.7899,-0.001001,-0.11,-0.2,2012-01-22,bLYml6l,"ts_skewness(vec_avg(nws48_ens_elapsed),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
19,-908361,20000000,639,751,0.0947,-0.0152,0.2143,-0.00032,-0.13,-0.38,2012-01-22,6wnWXML,"ts_skewness(vec_avg(nws48_ens),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
20,-812754,20000000,1327,1450,0.0669,-0.0135,0.1271,-0.000404,-0.14,-0.44,2012-01-22,RpJOROe,"ts_skewness(vec_avg(nws48_qep),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
21,-1059466,20000000,1249,1565,0.0807,-0.0176,0.1457,-0.000437,-0.23,-0.61,2012-01-22,WpEZj5d,"ts_skewness(vec_avg(nws48_qmb),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
